id,x,y,r,g,b
57695,95,90,24,105,158
57700,100,90,25,100,158
57705,105,90,26,94,159
57710,110,90,26,86,158
57715,115,90,24,80,157
57720,120,90,25,73,157
57725,125,90,24,68,157
57730,130,90,25,61,157
57735,135,90,25,54,156
57740,140,90,25,49,159
57745,145,90,27,44,158
57750,150,90,27,37,158
57755,155,90,27,32,158
57760,160,90,28,27,157
57765,165,90,32,25,157
57770,170,90,37,23,158
57775,175,90,44,24,158
57780,180,90,50,24,157
57785,185,90,57,25,158
57790,190,90,63,26,158
57795,195,90,69,26,159
57800,200,90,75,25,158
57805,205,90,80,24,157
57810,210,90,87,24,157
57815,215,90,94,24,157
57820,220,90,100,24,158
57825,225,90,106,24,158
57830,230,90,113,26,157
57835,235,90,119,26,158
57840,240,90,125,25,157
57845,245,90,131,23,158
57850,250,90,137,24,158
57855,255,90,144,24,157
57860,260,90,150,24,157
57865,265,90,154,24,156
57870,270,90,158,25,152
57875,275,90,158,26,146
57880,280,90,159,26,141
57885,285,90,159,26,135
57890,290,90,159,24,127
57895,295,90,158,24,121
57900,300,90,158,23,115
57905,305,90,158,24,109
57910,310,90,157,24,103
57915,315,90,157,25,98
57920,320,90,159,26,91
57925,325,90,159,25,84
57930,330,90,157,24,77
57935,335,90,158,25,72
57940,340,90,159,24,65
57945,345,90,158,24,59
57950,350,90,158,23,53
57955,355,90,158,24,48
57960,360,90,159,26,43
57965,365,90,160,26,37
57970,370,90,159,26,31
57975,375,90,158,28,26
57980,380,90,157,33,25
57985,385,90,159,39,25
57990,390,90,157,45,23
57995,395,90,158,52,26
58000,400,90,159,59,25
58005,405,90,159,65,27
58010,410,90,159,71,25
58015,415,90,159,76,24
58020,420,90,158,82,24
58025,425,90,158,89,24
58030,430,90,158,95,24
58035,435,90,158,102,25
58040,440,90,159,108,25
58045,445,90,159,115,28
58050,450,90,157,121,27
58055,455,90,158,126,25
58060,460,90,156,132,24
58065,465,90,158,138,25
58070,470,90,157,145,25
58075,475,90,158,150,23
58080,480,90,153,155,22
58085,485,90,149,157,22
58090,490,90,145,156,25
58095,495,90,138,158,24
58100,500,90,132,158,23
58105,505,90,126,158,23
58110,510,90,120,158,23
58115,515,90,114,158,23
58120,520,90,107,159,25
58125,525,90,102,158,25
58130,530,90,95,158,25
58135,535,90,89,159,26
58140,540,90,82,158,24
58145,545,90,76,158,24
58150,550,90,70,157,24
58155,555,90,65,158,25
58160,560,90,58,158,24
58165,565,90,52,158,24
58170,570,90,46,158,24
58175,575,90,42,159,26
58180,580,90,34,158,26
58185,585,90,29,159,27
58190,590,90,25,158,30
58195,595,90,24,158,35
58200,600,90,25,158,41
58205,605,90,24,158,47
58210,610,90,25,157,55
58215,615,90,24,158,61
58220,620,90,25,158,67
58225,625,90,23,157,70
58230,630,90,19,155,71
58235,635,90,16,153,71
60805,5,95,16,159,103
60810,10,95,19,160,107
60815,15,95,22,162,113
60820,20,95,24,163,121
60825,25,95,25,163,129
60830,30,95,24,163,134
60835,35,95,23,162,139
60840,40,95,24,162,146
60845,45,95,22,162,153
60850,50,95,24,160,158
60855,55,95,23,158,162
60860,60,95,26,152,164
60865,65,95,27,147,163
60870,70,95,25,139,163
60875,75,95,24,133,162
60880,80,95,24,127,162
60885,85,95,24,121,164
60890,90,95,24,115,162
60895,95,95,23,108,162
60900,100,95,24,102,164
60905,105,95,26,96,165
60910,110,95,26,88,163
60915,115,95,25,82,163
60920,120,95,24,76,162
60925,125,95,24,69,162
60930,130,95,24,62,161
60935,135,95,23,56,163
60940,140,95,24,50,163
60945,145,95,27,43,164
60950,150,95,27,38,164
60955,155,95,27,31,164
60960,160,95,28,27,163
60965,165,95,31,24,162
60970,170,95,38,24,163
60975,175,95,45,22,162
60980,180,95,51,24,163
60985,185,95,57,24,163
60990,190,95,63,25,162
60995,195,95,72,25,163
61000,200,95,77,25,162
61005,205,95,82,23,163
61010,210,95,90,23,164
61015,215,95,96,24,162
61020,220,95,102,24,162
61025,225,95,108,24,162
61030,230,95,117,24,164
61035,235,95,123,25,164
61040,240,95,129,25,162
61045,245,95,135,24,162
61050,250,95,141,23,163
61055,255,95,148,23,163
61060,260,95,154,23,161
61065,265,95,159,25,160
61070,270,95,162,25,157
61075,275,95,164,25,152
61080,280,95,164,25,144
61085,285,95,163,24,139
61090,290,95,164,24,131
61095,295,95,163,22,124
61100,300,95,163,23,119
61105,305,95,163,23,112
61110,310,95,163,24,105
61115,315,95,163,25,100
61120,320,95,165,26,93
61125,325,95,164,24,87
61130,330,95,163,24,79
61135,335,95,163,23,72
61140,340,95,163,23,68
61145,345,95,163,23,60
61150,350,95,163,24,53
61155,355,95,163,23,49
61160,360,95,163,26,42
61165,365,95,163,26,36
61170,370,95,165,26,31
61175,375,95,163,28,25
61180,380,95,164,33,25
61185,385,95,162,39,24
61190,390,95,163,47,24
61195,395,95,164,53,25
61200,400,95,164,60,25
61205,405,95,164,67,25
61210,410,95,165,73,26
61215,415,95,163,78,23
61220,420,95,164,84,23
61225,425,95,164,90,25
61230,430,95,162,98,24
61235,435,95,163,104,24
61240,440,95,163,111,27
61245,445,95,163,118,27
61250,450,95,163,125,26
61255,455,95,163,130,25
61260,460,95,162,136,23
61265,465,95,162,143,23
61270,470,95,162,148,23
61275,475,95,162,155,23
61280,480,95,158,159,23
61285,485,95,155,162,24
61290,490,95,150,163,23
61295,495,95,144,163,22
61300,500,95,136,163,24
61305,505,95,130,163,24
61310,510,95,124,162,23
61315,515,95,116,163,23
61320,520,95,110,162,25
61325,525,95,105,163,25
61330,530,95,99,163,25
61335,535,95,92,164,26
61340,540,95,85,163,25
61345,545,95,79,163,25
61350,550,95,72,163,23
61355,555,95,65,164,22
61360,560,95,59,163,24
61365,565,95,52,163,24
61370,570,95,47,164,24
61375,575,95,41,163,26
61380,580,95,33,164,26
61385,585,95,28,163,25
61390,590,95,25,162,30
61395,595,95,24,163,36
61400,600,95,23,163,41
61405,605,95,24,163,48
61410,610,95,25,163,54
61415,615,95,25,164,63
61420,620,95,24,164,68
61425,625,95,23,162,71
61430,630,95,18,161,73
61435,635,95,16,160,72
64005,5,100,16,165,107
64010,10,100,19,166,111
64015,15,100,24,168,117
64020,20,100,25,168,124
64025,25,100,24,168,132
64030,30,100,24,169,138
64035,35,100,24,168,143
64040,40,100,23,168,151
64045,45,100,23,167,157
64050,50,100,23,166,164
64055,55,100,24,163,166
64060,60,100,26,159,168
64065,65,100,26,151,169
64070,70,100,25,145,169
64075,75,100,24,137,167
64080,80,100,23,131,167
64085,85,100,23,124,168
64090,90,100,24,118,169
64095,95,100,23,112,168
64100,100,100,24,105,168
64105,105,100,26,99,168
64110,110,100,25,91,169
64115,115,100,24,85,168
64120,120,100,23,76,168
64125,125,100,25,71,169
64130,130,100,24,63,168
64135,135,100,24,58,168
64140,140,100,24,51,168
64145,145,100,26,46,169
64150,150,100,26,39,169
64155,155,100,26,32,168
64160,160,100,28,26,169
64165,165,100,33,25,170
64170,170,100,39,24,169
64175,175,100,46,24,169
64180,180,100,52,25,168
64185,185,100,58,25,168
64190,190,100,67,25,169
64195,195,100,73,25,169
64200,200,100,79,24,169
64205,205,100,86,24,169
64210,210,100,92,24,169
64215,215,100,99,24,169
64220,220,100,106,24,168
64225,225,100,113,24,168
64230,230,100,120,25,169
64235,235,100,128,26,170
64240,240,100,134,25,168
64245,245,100,139,24,169
64250,250,100,147,24,167
64255,255,100,153,24,168
64260,260,100,160,24,168
64265,265,100,165,24,165
64270,270,100,167,25,163
64275,275,100,170,26,157
64280,280,100,170,26,150
64285,285,100,168,25,143
64290,290,100,168,24,137
64295,295,100,169,24,129
64300,300,100,169,25,123
64305,305,100,169,24,115
64310,310,100,170,24,109
64315,315,100,168,25,104
64320,320,100,170,26,96
64325,325,100,170,25,90
64330,330,100,169,24,81
64335,335,100,168,24,75
64340,340,100,169,23,68
64345,345,100,169,24,63
64350,350,100,169,24,55
64355,355,100,169,25,50
64360,360,100,169,26,44
64365,365,100,170,26,36
64370,370,100,170,27,31
64375,375,100,168,29,26
64380,380,100,168,34,25
64385,385,100,170,40,24
64390,390,100,169,47,24
64395,395,100,169,54,25
64400,400,100,169,61,25
64405,405,100,170,69,25
64410,410,100,170,74,24
64415,415,100,170,81,25
64420,420,100,168,87,24
64425,425,100,168,94,23
64430,430,100,168,101,23
64435,435,100,168,107,24
64440,440,100,169,115,25
64445,445,100,168,122,26
64450,450,100,168,129,26
64455,455,100,169,135,27
64460,460,100,168,141,24
64465,465,100,168,148,25
64470,470,100,168,155,25
64475,475,100,168,160,25
64480,480,100,166,165,23
64485,485,100,162,167,25
64490,490,100,155,169,24
64495,495,100,147,169,24
64500,500,100,140,168,23
64505,505,100,135,169,23
64510,510,100,126,168,24
64515,515,100,120,168,24
64520,520,100,115,168,24
64525,525,100,110,169,25
64530,530,100,102,169,27
64535,535,100,96,169,26
64540,540,100,87,169,25
64545,545,100,80,167,24
64550,550,100,73,168,24
64555,555,100,66,168,24
64560,560,100,61,169,24
64565,565,100,54,169,24
64570,570,100,47,169,26
64575,575,100,42,169,26
64580,580,100,36,169,26
64585,585,100,30,169,28
64590,590,100,26,168,30
64595,595,100,24,168,36
64600,600,100,24,169,42
64605,605,100,24,169,48
64610,610,100,25,169,56
64615,615,100,26,169,63
64620,620,100,25,170,69
64625,625,100,23,168,73
64630,630,100,18,167,75
64635,635,100,16,165,75
67205,5,105,17,171,109
67210,10,105,19,172,115
67215,15,105,22,173,120
67220,20,105,24,174,128
67225,25,105,25,174,136
67230,30,105,25,174,142
67235,35,105,24,174,149
67240,40,105,25,173,157
67245,45,105,23,173,162
67250,50,105,25,171,168
67255,55,105,25,168,172
67260,60,105,27,164,174
67265,65,105,26,157,175
67270,70,105,25,149,173
67275,75,105,23,142,174
67280,80,105,23,135,173
67285,85,105,23,128,175
67290,90,105,24,121,174
67295,95,105,25,115,175
67300,100,105,25,108,174
67305,105,105,25,102,174
67310,110,105,26,94,175
67315,115,105,25,87,174
67320,120,105,25,79,175
67325,125,105,23,72,174
67330,130,105,24,65,173
67335,135,105,25,58,173
67340,140,105,24,52,175
67345,145,105,26,47,175
67350,150,105,27,39,175
67355,155,105,27,32,175
67360,160,105,28,28,174
67365,165,105,33,25,173
67370,170,105,40,24,174
67375,175,105,47,24,174
67380,180,105,53,24,174
67385,185,105,61,25,173
67390,190,105,69,27,175
67395,195,105,76,26,175
67400,200,105,81,25,174
67405,205,105,88,24,173
67410,210,105,94,24,174
67415,215,105,102,23,174
67420,220,105,109,25,175
67425,225,105,117,24,175
67430,230,105,124,26,175
67435,235,105,132,26,176
67440,240,105,139,25,173
67445,245,105,144,24,173
67450,250,105,151,24,175
67455,255,105,158,24,173
67460,260,105,164,24,173
67465,265,105,170,24,171
67470,270,105,172,25,167
67475,275,105,174,26,162
67480,280,105,175,26,154
67485,285,105,175,25,148
67490,290,105,175,24,140
67495,295,105,174,24,132
67500,300,105,174,23,126
67505,305,105,174,25,119
67510,310,105,175,25,114
67515,315,105,174,25,106
67520,320,105,176,26,100
67525,325,105,175,26,92
67530,330,105,176,24,85
67535,335,105,175,24,79
67540,340,105,175,23,70
67545,345,105,175,25,63
67550,350,105,175,24,57
67555,355,105,175,25,52
67560,360,105,173,26,44
67565,365,105,176,26,38
67570,370,105,176,27,31
67575,375,105,174,28,28
67580,380,105,175,34,25
67585,385,105,174,41,24
67590,390,105,174,48,25
67595,395,105,175,56,26
67600,400,105,175,63,26
67605,405,105,176,71,26
67610,410,105,174,77,26
67615,415,105,174,84,24
67620,420,105,174,89,24
67625,425,105,174,96,24
67630,430,105,175,104,24
67635,435,105,175,111,24
67640,440,105,174,118,25
67645,445,105,175,125,26
67650,450,105,175,132,27
67655,455,105,174,138,24
67660,460,105,174,146,23
67665,465,105,173,152,24
67670,470,105,174,160,25
67675,475,105,172,165,23
67680,480,105,170,170,24
67685,485,105,166,172,24
67690,490,105,159,173,24
67695,495,105,152,175,25
67700,500,105,145,174,24
67705,505,105,140,174,25
67710,510,105,131,174,24
67715,515,105,125,174,23
67720,520,105,118,174,25
67725,525,105,111,174,25
67730,530,105,105,175,25
67735,535,105,99,175,27
67740,540,105,90,174,26
67745,545,105,84,174,24
67750,550,105,75,173,24
67755,555,105,68,174,24
67760,560,105,61,174,24
67765,565,105,56,174,25
67770,570,105,48,175,26
67775,575,105,43,175,27
67780,580,105,36,174,26
67785,585,105,28,174,27
67790,590,105,25,174,30
67795,595,105,24,175,36
67800,600,105,24,173,43
67805,605,105,24,174,49
67810,610,105,26,175,59
67815,615,105,25,175,65
67820,620,105,25,174,70
67825,625,105,23,173,74
67830,630,105,19,173,77
67835,635,105,16,171,77
70405,5,110,16,176,112
70410,10,110,20,178,117
70415,15,110,22,179,124
70420,20,110,26,179,132
70425,25,110,25,180,140
70430,30,110,24,179,147
70435,35,110,25,179,153
70440,40,110,24,179,161
70445,45,110,24,178,168
70450,50,110,24,177,174
70455,55,110,25,174,178
70460,60,110,26,168,180
70465,65,110,26,161,180
70470,70,110,25,153,178
70475,75,110,24,147,180
70480,80,110,23,139,180
70485,85,110,24,132,179
70490,90,110,24,125,179
70495,95,110,24,118,180
70500,100,110,24,111,180
70505,105,110,26,104,179
70510,110,110,26,96,181
70515,115,110,25,89,179
70520,120,110,23,81,180
70525,125,110,23,74,179
70530,130,110,25,66,180
70535,135,110,24,60,180
70540,140,110,24,53,179
70545,145,110,25,48,180
70550,150,110,27,40,181
70555,155,110,27,33,181
70560,160,110,28,27,180
70565,165,110,32,25,180
70570,170,110,39,24,179
70575,175,110,48,24,180
70580,180,110,55,24,179
70585,185,110,62,25,180
70590,190,110,70,26,181
70595,195,110,77,26,181
70600,200,110,84,24,180
70605,205,110,90,25,181
70610,210,110,98,24,181
70615,215,110,105,24,181
70620,220,110,111,24,180
70625,225,110,119,24,180
70630,230,110,128,24,181
70635,235,110,135,26,181
70640,240,110,142,25,181
70645,245,110,149,24,178
70650,250,110,155,24,178
70655,255,110,163,24,179
70660,260,110,169,24,179
70665,265,110,175,24,177
70670,270,110,179,25,173
70675,275,110,181,25,168
70680,280,110,180,26,160
70685,285,110,181,24,153
70690,290,110,179,24,144
70695,295,110,181,24,137
70700,300,110,180,24,131
70705,305,110,180,24,123
70710,310,110,179,24,115
70715,315,110,181,25,109
70720,320,110,182,25,102
70725,325,110,181,26,94
70730,330,110,180,24,87
70735,335,110,181,23,81
70740,340,110,180,24,72
70745,345,110,180,24,64
70750,350,110,180,25,59
70755,355,110,182,25,52
70760,360,110,182,27,45
70765,365,110,182,26,39
70770,370,110,181,26,30
70775,375,110,181,29,28
70780,380,110,181,34,26
70785,385,110,181,41,24
70790,390,110,180,48,23
70795,395,110,180,57,24
70800,400,110,180,64,25
70805,405,110,180,72,26
70810,410,110,180,79,25
70815,415,110,180,84,24
70820,420,110,180,91,23
70825,425,110,180,98,24
70830,430,110,179,107,23
70835,435,110,180,115,25
70840,440,110,179,121,24
70845,445,110,180,128,26
70850,450,110,180,137,25
70855,455,110,180,144,24
70860,460,110,180,151,25
70865,465,110,180,158,23
70870,470,110,180,165,24
70875,475,110,178,170,23
70880,480,110,176,177,24
70885,485,110,173,178,24
70890,490,110,165,179,24
70895,495,110,159,180,25
70900,500,110,150,180,24
70905,505,110,144,179,23
70910,510,110,136,180,25
70915,515,110,128,179,24
70920,520,110,122,179,24
70925,525,110,115,180,26
70930,530,110,107,181,26
70935,535,110,101,180,26
70940,540,110,93,180,24
70945,545,110,84,179,23
70950,550,110,78,179,25
70955,555,110,70,179,24
70960,560,110,63,180,24
70965,565,110,56,180,24
70970,570,110,49,180,26
70975,575,110,42,180,25
70980,580,110,35,180,25
70985,585,110,30,181,28
70990,590,110,26,180,30
70995,595,110,24,180,37
71000,600,110,24,180,44
71005,605,110,24,181,50
71010,610,110,24,180,57
71015,615,110,26,180,66
71020,620,110,24,180,71
71025,625,110,23,180,77
71030,630,110,18,178,78
71035,635,110,15,177,78
73605,5,115,16,182,116
73610,10,115,19,183,120
73615,15,115,23,185,128
73620,20,115,24,185,135
73625,25,115,25,186,144
73630,30,115,24,184,150
73635,35,115,24,184,158
73640,40,115,22,183,165
73645,45,115,22,184,171
73650,50,115,23,182,178
73655,55,115,24,179,183
73660,60,115,25,173,183
73665,65,115,25,166,184
73670,70,115,24,158,185
73675,75,115,23,150,183
73680,80,115,22,144,185
73685,85,115,22,136,186
73690,90,115,23,128,185
73695,95,115,25,120,186
73700,100,115,25,113,184
73705,105,115,25,106,185
73710,110,115,24,98,185
73715,115,115,24,90,184
73720,120,115,24,83,185
73725,125,115,23,75,185
73730,130,115,23,68,185
73735,135,115,22,60,183
73740,140,115,24,54,186
73745,145,115,25,47,185
73750,150,115,25,40,185
73755,155,115,26,33,184
73760,160,115,28,26,185
73765,165,115,32,24,185
73770,170,115,40,24,185
73775,175,115,48,24,184
73780,180,115,55,23,184
73785,185,115,62,24,185
73790,190,115,71,25,185
73795,195,115,79,25,185
73800,200,115,85,25,185
73805,205,115,91,23,184
73810,210,115,99,22,186
73815,215,115,108,23,187
73820,220,115,115,23,186
73825,225,115,122,24,185
73830,230,115,131,25,187
73835,235,115,139,25,185
73840,240,115,146,24,184
73845,245,115,153,24,186
73850,250,115,161,22,185
73855,255,115,167,23,183
73860,260,115,175,23,184
73865,265,115,180,24,183
73870,270,115,183,24,178
73875,275,115,185,26,172
73880,280,115,186,25,165
73885,285,115,185,24,156
73890,290,115,186,23,148
73895,295,115,186,23,142
73900,300,115,185,23,134
73905,305,115,185,23,126
73910,310,115,185,24,118
73915,315,115,185,25,111
73920,320,115,186,25,105
73925,325,115,186,24,97
73930,330,115,187,24,89
73935,335,115,186,23,80
73940,340,115,185,23,73
73945,345,115,185,22,65
73950,350,115,185,24,58
73955,355,115,187,24,53
73960,360,115,187,25,46
73965,365,115,186,26,38
73970,370,115,186,25,31
73975,375,115,187,29,28
73980,380,115,186,35,26
73985,385,115,185,42,25
73990,390,115,185,49,23
73995,395,115,185,58,25
74000,400,115,184,65,25
74005,405,115,185,73,25
74010,410,115,185,80,25
74015,415,115,184,86,23
74020,420,115,186,93,23
74025,425,115,184,101,23
74030,430,115,185,109,23
74035,435,115,185,116,23
74040,440,115,184,125,25
74045,445,115,186,132,24
74050,450,115,186,141,24
74055,455,115,186,148,25
74060,460,115,185,155,25
74065,465,115,185,162,24
74070,470,115,185,169,22
74075,475,115,183,176,23
74080,480,115,181,181,23
74085,485,115,176,184,23
74090,490,115,170,185,24
74095,495,115,163,185,24
74100,500,115,154,185,22
74105,505,115,147,185,22
74110,510,115,139,185,24
74115,515,115,133,185,25
74120,520,115,125,185,25
74125,525,115,117,185,24
74130,530,115,109,185,25
74135,535,115,103,185,25
74140,540,115,95,185,25
74145,545,115,87,185,24
74150,550,115,79,185,23
74155,555,115,70,184,24
74160,560,115,63,185,24
74165,565,115,56,185,23
74170,570,115,49,185,25
74175,575,115,42,186,26
74180,580,115,36,186,27
74185,585,115,29,185,26
74190,590,115,26,185,31
74195,595,115,23,185,37
74200,600,115,23,186,45
74205,605,115,24,186,51
74210,610,115,24,184,58
74215,615,115,26,185,67
74220,620,115,24,185,73
74225,625,115,23,184,78
74230,630,115,18,183,79
74235,635,115,16,182,80
76805,5,120,17,188,120
76810,10,120,20,189,124
76815,15,120,24,189,131
76820,20,120,26,190,139
76825,25,120,25,190,147
76830,30,120,24,190,154
76835,35,120,25,189,162
76840,40,120,24,190,170
76845,45,120,24,188,177
76850,50,120,23,188,184
76855,55,120,25,184,188
76860,60,120,25,179,191
76865,65,120,26,171,190
76870,70,120,24,162,190
76875,75,120,24,154,190
76880,80,120,22,148,189
76885,85,120,23,139,190
76890,90,120,25,131,191
76895,95,120,25,124,191
76900,100,120,25,117,190
76905,105,120,26,108,190
76910,110,120,26,101,192
76915,115,120,24,92,191
76920,120,120,24,85,191
76925,125,120,24,77,189
76930,130,120,24,70,190
76935,135,120,24,61,191
76940,140,120,23,55,190
76945,145,120,26,49,191
76950,150,120,25,40,191
76955,155,120,27,33,191
76960,160,120,28,27,190
76965,165,120,33,25,190
76970,170,120,41,24,190
76975,175,120,49,24,190
76980,180,120,56,23,190
76985,185,120,64,26,191
76990,190,120,73,26,192
76995,195,120,81,26,192
77000,200,120,87,24,191
77005,205,120,93,24,192
77010,210,120,103,24,193
77015,215,120,111,24,191
77020,220,120,117,24,191
77025,225,120,125,24,190
77030,230,120,134,25,192
77035,235,120,143,26,192
77040,240,120,150,25,189
77045,245,120,157,24,191
77050,250,120,165,24,191
77055,255,120,173,23,190
77060,260,120,179,24,188
77065,265,120,185,24,188
77070,270,120,189,25,182
77075,275,120,190,25,177
77080,280,120,191,25,169
77085,285,120,190,24,160
77090,290,120,189,24,152
77095,295,120,189,24,145
77100,300,120,190,23,137
77105,305,120,191,24,130
77110,310,120,192,23,122
77115,315,120,192,25,115
77120,320,120,192,26,108
77125,325,120,191,25,99
77130,330,120,190,24,90
77135,335,120,192,24,83
77140,340,120,191,23,75
77145,345,120,191,24,68
77150,350,120,192,24,60
77155,355,120,192,25,53
77160,360,120,192,26,48
77165,365,120,192,26,40
77170,370,120,192,27,33
77175,375,120,191,29,26
77180,380,120,192,35,26
77185,385,120,190,43,25
77190,390,120,190,50,23
77195,395,120,191,58,25
77200,400,120,192,66,25
77205,405,120,192,74,26
77210,410,120,191,82,25
77215,415,120,191,89,23
77220,420,120,190,96,24
77225,425,120,190,103,23
77230,430,120,191,111,22
77235,435,120,189,119,23
77240,440,120,190,127,24
77245,445,120,192,136,27
77250,450,120,191,144,26
77255,455,120,191,152,25
77260,460,120,191,159,24
77265,465,120,191,166,24
77270,470,120,190,175,24
77275,475,120,189,180,23
77280,480,120,187,185,22
77285,485,120,182,189,24
77290,490,120,174,190,22
77295,495,120,167,190,24
77300,500,120,159,190,24
77305,505,120,151,190,23
77310,510,120,143,190,24
77315,515,120,135,190,24
77320,520,120,128,191,24
77325,525,120,121,189,24
77330,530,120,113,190,24
77335,535,120,105,190,26
77340,540,120,97,190,24
77345,545,120,89,190,24
77350,550,120,81,190,23
77355,555,120,73,190,24
77360,560,120,65,190,24
77365,565,120,58,190,26
77370,570,120,50,191,25
77375,575,120,44,191,25
77380,580,120,36,191,25
77385,585,120,30,190,28
77390,590,120,25,189,30
77395,595,120,25,190,38
77400,600,120,24,190,44
77405,605,120,24,191,52
77410,610,120,24,191,60
77415,615,120,25,191,67
77420,620,120,24,191,75
77425,625,120,22,190,79
77430,630,120,19,189,82
77435,635,120,17,188,82
80005,5,125,18,193,124
80010,10,125,20,195,128
80015,15,125,23,195,135
80020,20,125,25,196,143
80025,25,125,26,195,152
80030,30,125,25,195,159
80035,35,125,25,195,168
80040,40,125,23,194,175
80045,45,125,24,194,183
80050,50,125,23,193,190
80055,55,125,25,190,194
80060,60,125,25,183,194
80065,65,125,26,175,195
80070,70,125,26,167,195
80075,75,125,25,159,196
80080,80,125,24,151,194
80085,85,125,23,143,195
80090,90,125,25,135,196
80095,95,125,24,127,196
80100,100,125,24,120,196
80105,105,125,26,112,195
80110,110,125,27,104,196
80115,115,125,26,95,196
80120,120,125,24,88,196
80125,125,125,24,79,196
80130,130,125,23,71,197
80135,135,125,24,64,196
80140,140,125,25,56,196
80145,145,125,25,50,195
80150,150,125,26,41,196
80155,155,125,26,34,195
80160,160,125,29,28,194
80165,165,125,34,25,194
80170,170,125,42,24,196
80175,175,125,50,24,195
80180,180,125,58,24,196
80185,185,125,67,25,197
80190,190,125,75,26,196
80195,195,125,83,25,197
80200,200,125,89,25,197
80205,205,125,96,24,196
80210,210,125,106,24,197
80215,215,125,113,23,196
80220,220,125,122,24,197
80225,225,125,128,24,195
80230,230,125,138,26,196
80235,235,125,147,25,196
80240,240,125,155,25,196
80245,245,125,162,24,197
80250,250,125,170,24,195
80255,255,125,177,23,195
80260,260,125,184,24,194
80265,265,125,191,24,192
80270,270,125,194,25,188
80275,275,125,195,26,181
80280,280,125,196,26,174
80285,285,125,196,25,166
80290,290,125,196,24,158
80295,295,125,197,24,150
80300,300,125,197,24,142
80305,305,125,196,24,134
80310,310,125,196,24,126
80315,315,125,196,25,119
80320,320,125,195,25,111
80325,325,125,196,25,103
80330,330,125,195,24,92
80335,335,125,196,23,86
80340,340,125,197,24,78
80345,345,125,195,24,69
80350,350,125,196,24,62
80355,355,125,196,26,55
80360,360,125,197,25,47
80365,365,125,197,27,40
80370,370,125,196,27,32
80375,375,125,195,30,28
80380,380,125,197,36,26
80385,385,125,196,43,25
80390,390,125,196,52,25
80395,395,125,196,59,25
80400,400,125,196,69,26
80405,405,125,197,77,25
80410,410,125,197,84,26
80415,415,125,196,91,25
80420,420,125,196,98,23
80425,425,125,197,106,25
80430,430,125,196,115,24
80435,435,125,196,122,23
80440,440,125,195,131,25
80445,445,125,196,139,26
80450,450,125,197,149,25
80455,455,125,196,156,25
80460,460,125,196,163,24
80465,465,125,196,172,24
80470,470,125,195,179,24
80475,475,125,194,186,23
80480,480,125,192,191,23
80485,485,125,186,194,23
80490,490,125,179,195,24
80495,495,125,172,196,24
80500,500,125,164,196,23
80505,505,125,156,195,24
80510,510,125,148,196,24
80515,515,125,139,195,24
80520,520,125,132,195,26
80525,525,125,123,195,25
80530,530,125,116,195,26
80535,535,125,108,196,26
80540,540,125,99,195,25
80545,545,125,91,195,24
80550,550,125,83,195,23
80555,555,125,73,195,24
80560,560,125,65,195,24
80565,565,125,59,197,24
80570,570,125,52,195,25
80575,575,125,44,196,25
80580,580,125,36,196,26
80585,585,125,30,196,28
80590,590,125,25,196,30
80595,595,125,25,196,38
80600,600,125,23,196,45
80605,605,125,24,196,52
80610,610,125,25,197,63
80615,615,125,26,196,71
80620,620,125,25,197,77
80625,625,125,23,195,83
80630,630,125,20,193,85
80635,635,125,16,193,85
83205,5,130,17,198,127
83210,10,130,19,200,131
83215,15,130,23,201,139
83220,20,130,25,202,148
83225,25,130,25,201,155
83230,30,130,25,201,163
83235,35,130,24,201,172
83240,40,130,24,202,180
83245,45,130,24,200,187
83250,50,130,24,199,194
83255,55,130,24,196,198
83260,60,130,26,188,199
83265,65,130,26,181,201
83270,70,130,24,172,200
83275,75,130,24,164,200
83280,80,130,24,157,202
83285,85,130,23,147,201
83290,90,130,25,139,201
83295,95,130,24,131,201
83300,100,130,26,123,202
83305,105,130,25,115,201
83310,110,130,26,106,201
83315,115,130,25,98,201
83320,120,130,24,90,202
83325,125,130,25,81,200
83330,130,130,25,73,201
83335,135,130,25,64,201
83340,140,130,25,57,200
83345,145,130,26,50,200
83350,150,130,27,43,201
83355,155,130,27,34,202
83360,160,130,28,28,200
83365,165,130,34,26,200
83370,170,130,43,24,202
83375,175,130,51,24,201
83380,180,130,58,24,199
83385,185,130,68,25,202
83390,190,130,76,26,201
83395,195,130,84,25,201
83400,200,130,92,25,201
83405,205,130,99,24,202
83410,210,130,107,24,200
83415,215,130,117,24,201
83420,220,130,123,24,202
83425,225,130,132,25,201
83430,230,130,141,27,201
83435,235,130,150,26,202
83440,240,130,158,25,202
83445,245,130,166,25,200
83450,250,130,175,24,201
83455,255,130,182,23,201
83460,260,130,190,23,199
83465,265,130,195,24,198
83470,270,130,198,25,193
83475,275,130,201,27,187
83480,280,130,203,26,179
83485,285,130,202,24,170
83490,290,130,202,24,162
83495,295,130,203,24,154
83500,300,130,202,24,146
83505,305,130,202,24,138
83510,310,130,201,24,128
83515,315,130,201,26,121
83520,320,130,202,25,113
83525,325,130,202,25,105
83530,330,130,200,24,96
83535,335,130,200,24,88
83540,340,130,201,24,79
83545,345,130,201,23,71
83550,350,130,203,24,63
83555,355,130,202,25,54
83560,360,130,202,26,47
83565,365,130,202,26,39
83570,370,130,202,27,32
83575,375,130,202,30,28
83580,380,130,200,36,26
83585,385,130,201,44,25
83590,390,130,200,52,24
